OOP,GDPpc,Rural,Water,Sanitation,Primary,HCexpend,GenderEquality,Free,VoiceandAccountability,PoliticalStabilityNoViolence,GovernmentEffectiveness,ControlofCorruption,RegulatoryQuality,RuleofLaw
46.084816,14158.05,13.058,100,,101.36304,7.4649489,4.7,0,-.45622107,-1.8950649,-.41229591,-.84302795,-.24012923,-.68033266
43.08239,15392.757,12.938,100,,102.37396,7.4060994,3.1,0,-.37702835,-1.5780822,-.48669556,-.82743019,-.03123071,-.68888253
44.556289,16262.972,12.817,100,,103.40318,7.2444512,3.1,0,-.35440406,-1.6313509,-.27602297,-.86066824,.07642029,-.68999189
44.741365,16431.15,12.696,100,,103.74422,7.4141969,3.1,0,-.41847116,-1.5591619,-.25656635,-.88680094,-.03881782,-.66490918
44.80198,16632.871,12.574,100,,106.57898,7.5835972,3.1,0,-.41850972,-1.6599691,-.34156433,-.8656255,-.1238013,-.75153697
29.957728,1755.3769,78.863,79.6,25.4,120.83413,7.1291909,11.7,0,.04537186,.07456082,-.18152793,-.3949993,-.54868782,-.01372537
29.985045,1783.1488,78.311,79.8,25.9,119.19069,6.9643877,11.7,0,-.1447898,.38520461,-.39366004,-.19221406,-.588624,-.15311074
32.734929,1818.2301,77.751,80,26.3,117.13773,6.2957439,11.7,0,-.1584986,.024466,-.16715923,-.03945224,-.64604288,-.16558786
28.513486,1882.3097,77.18,80.2,26.8,117.40899,7.1149484,11.7,0,.14798912,-.13221073,-.36290288,-.05255416,-.67215413,-.25775412
23.392838,1955.9144,76.707,80.4,27.3,110.90387,8.4679886,23.5,0,-.02498548,-.38962331,-.40300056,-.12018636,-.71116674,-.34189594
21.76466,2050.8434,76.226,80.6,27.8,110.17788,8.850976,25,0,-.11067177,-.2175677,-.38570642,.03141428,-.64087659,-.26175761
19.720975,2100.8821,75.741,80.8,28.2,109.35989,9.7701186,24.2,0,-.12325313,.33915439,-.28954813,.15989345,-.62255079,-.23056059
17.612543,2228.5287,75.247,81,28.7,110.46938,10.767798,24.2,0,-.13983335,.47499868,-.31548944,.17815961,-.59674907,-.30046186
15.552884,2268.4945,74.747,81.2,29.2,110.99122,11.725385,24.2,0,-.11990801,.37657031,-.28604153,.17524177,-.60545683,-.27216265
14.770021,2390.2615,74.24,81.3,29.6,111.0006,11.552362,26.7,0,.04534077,.25265461,-.37248859,.10583909,-.53720713,-.28596479
30.124157,473.9204,54.639,64.5,14.4,,3.4383406,7.8,1,-1.5330697,-2.2157421,-1.5051684,-1.2181029,-1.693627,-1.6948731
37.429712,441.17199,54.294,65.6,14.7,,8.7748576,5.3,0,-1.3051337,-1.407449,-1.5850145,-1.2673538,-1.87929,-1.7052424
41.701339,470.42389,53.949,66.8,14.9,,8.0358831,12.5,0,-.30452302,-1.3603982,-1.3656245,-1.0372244,-1.5536808,-1.3658231
42.856133,498.88157,53.604,67.9,15.2,92.52455,10.904088,12.5,0,-.19445941,-1.3129497,-1.1851265,-.4739823,-1.3720134,-.86566198
38.002455,554.61572,53.258,69,15.5,,10.235243,12.5,0,-.20158945,-1.2502085,-1.2528514,-.33199695,-1.1992415,-1.012279
35,587.91633,52.912,70.1,15.7,93.25601,11.825011,12.5,0,-.24413081,-1.2833706,-1.3146435,-.70039743,-1.3358225,-1.1896583
23.0873,642.79318,52.559,71.2,16,99.63831,14.390189,12.5,0,-.20433353,-1.0754026,-1.2388153,-.56271052,-1.1912097,-1.0811714
24.556329,688.52794,52.199,72.3,16.3,,13.070261,12.5,0,-.25923041,-.45823243,-1.2697161,-.52783847,-1.0537199,-1.0117244
21.12402,728.98587,51.832,73.5,16.5,102.38471,15.59456,9.6,0,-.30977947,-.42383566,-1.2519524,-.6157335,-1.0947737,-.95995653
21.21803,782.38725,51.459,74.6,16.8,,15.525466,11,0,-.3546527,-.47547111,-1.1815163,-.58154356,-1.052842,-.91528356
33.510576,23519.823,23.345,,96.5,107.67384,4.1303361,,1,-1.7624058,.07919194,-.87696069,-.82167041,-1.5094444,-.79423815
34.091177,24178.425,23.226,,96.5,110.00581,3.5042423,,1,-1.7992249,.34013709,-.86235267,-.82527351,-1.3653474,-.81264663
35.346717,26156.726,23.1,,96.5,106.80313,2.5977468,4.7,1,-1.8768262,.44254881,-1.0634277,-.87450439,-1.4486412,-.87209564
34.238717,27251.7,22.966,,96.5,114.40303,2.5431927,7.7,1,-1.9355671,.34765977,-1.1132601,-1.0270568,-1.4596232,-.99018705
33.15174,28409.03,22.825,,96.5,,2.459249,7.7,1,-1.895699,.73290169,-1.1964951,-.95963645,-1.075581,-.81170553
32.082435,29013.403,22.676,,96.5,,2.2460395,7.7,1,-1.8847234,.80721194,-1.1551232,-.86041951,-.87873203,-.70401263
31.03161,29188.004,22.521,,96.6,,3.4644978,7.7,1,-1.8620842,.81407362,-1.0770646,-1.1668214,-1.1281703,-.84785366
30,30261.143,22.358,,96.6,,3.3043717,7.7,1,-1.8899271,-.02839287,-1.1007795,-1.2580994,-1.182411,-.93925977
22.687986,11358.334,22.188,,96.6,,3.9062493,,1,-1.5594933,-1.2851192,-1.3540713,-1.2937568,-1.5396099,-1.1759361
22.687986,23032.096,22.012,,96.6,,3.9062493,16.5,0,-.93806714,-1.5442579,-1.4900018,-1.3995291,-1.6601254,-1.1480222
23.167848,15317.36,33.263,92.2,90.1,100.24961,6.4859083,10.6,0,.88335329,1.0127641,.7560873,.26371938,1.0396305,.48531899
31.934973,16629.003,33.354,92.6,90.5,98.49836,5.6734691,22,0,.87938195,.71504617,.74577975,.32461157,1.1419573,.58371538
31.748467,18220.741,33.365,93,91,97.35949,5.8343262,22,0,.88145232,.74894047,.78775245,.22412872,1.0344467,.58371997
29.981989,19966.334,33.294,93.4,91.5,98.84934,6.1958857,24.8,0,.8283363,.83767885,.74793959,.07464263,.97118926,.66359138
26.558894,22193.064,33.223,93.8,92,100.81033,6.2238487,22.7,0,.85647267,.78024447,.70645088,.03503276,1.0836538,.67171288
27.037934,23078.901,33.152,94.2,92.4,101.3093,6.5987332,17.7,0,.81120944,.72747308,.62013334,.03616989,1.1192449,.67930537
26.461364,19896.372,33.158,94.6,92.9,102.35867,7.5423096,19.1,0,.88647008,.5975396,.70268255,.12125838,.94995004,.69662458
26.39579,20588.261,33.243,95,93.4,101.52379,7.0462808,19.1,0,.89866424,.66740566,.75812101,.27074212,.9691112,.75472116
27.919793,22322.042,33.328,95.4,93.9,99.33394,6.690285,19.1,0,.84338015,.63754427,.71636838,.23985071,.93420005,.75671554
28.5358,23460.51,33.396,95.9,94.3,98.78064,6.6526015,24.5,0,.90503794,.74571657,.82814354,.31187266,1.1031622,.807127
41.288059,8550.1747,42.079,99.3,89.9,91.28869,9.2568544,18.3,0,-.03505789,-1.0349274,-.32920823,-.66469538,-.18710814,-.55973428
40.294621,8924.9632,42.289,99.3,89.9,91.8975,8.6981189,19.2,0,-.14315535,-.90412605,-.13260674,-.49372557,-.03813883,-.24643366
38.091517,9294.16,42.473,99.3,90.1,93.41628,8.0743284,19.2,0,-.07613722,-1.1828898,-.28265226,-.44416034,-.19270274,-.36852601
34.859683,9744.1997,42.631,99.3,90.3,93.54212,7.8322743,28.3,0,.13471554,-.73834622,-.10492893,-.36694008,-.02182887,-.56026703
34.906122,10329.45,42.764,99.3,90.5,93.89603,6.9761597,29.2,0,.24942693,-.43392399,-.19836788,-.35207057,.12241093,-.45688537
31.00743,10829.659,42.871,99.4,90.7,90.12609,6.9323526,31.7,0,.17925578,-.29513758,-.02281547,-.16632539,.22313762,-.3714917
33.067965,10720.859,42.953,99.4,90.9,90.20169,6.8825692,32.5,0,.15050963,-.28994593,-.09081393,-.10491873,.26364821,-.27302873
36.181702,11023.063,43.008,99.4,91.1,90.09118,6.9533176,32.5,0,.09354323,-.48576459,-.15485589,-.05737121,.28496447,-.29010198
36.410803,11322.693,43.038,99.4,91.3,,6.9446466,30.9,0,-.03317299,-.58019733,-.10689875,-.0418444,.32811993,-.26032975
35.905611,11268.377,43.041,99.4,91.4,89.25404,7.1303087,32.5,0,-.01393601,-.44519457,-.07342293,.02215917,.34597209,-.23732667
41.051148,1341.8863,72.064,40.7,11.4,117.26455,4.8444623,3.8,0,.0285739,.58605027,-.45010716,.06168492,-.2884841,-.203116
39.973398,1371.234,71.789,41.6,11.6,133.66206,4.8649616,6.9,0,-.01396285,.20289047,-.47730055,-.11887214,-.31530938,-.20140626
40.082746,1393.0206,71.186,42.6,11.9,138.32208,4.8959837,6.9,0,-.14122654,-.05162561,-.37065583,.09542546,-.23685507,-.32514244
37.550316,1421.3545,70.575,43.6,12.2,138.11169,4.9719675,6.9,0,-.11631037,.12829617,-.52509934,-.11960843,-.16832566,-.42892674
36.410178,1467.5782,69.957,44.6,12.5,139.2682,5.0129832,7.9,0,-.15247789,.02521646,-.44094837,-.09929863,-.19854133,-.37408382
38.901881,1528.3459,69.33,45.6,12.8,142.34525,4.326134,7.9,0,-.34138265,-.48923299,-.63468188,-.15971012,-.31582826,-.4541159
41.267073,1426.2799,68.702,46.6,13.1,149.95126,4.520919,,0,-.85846782,-.74802953,-.78264606,-.19241469,-.49934271,-.72670162
43.256998,1390.4252,68.071,47.6,13.4,144.57732,4.4877213,12.5,0,-.82966071,-1.0456766,-.94658297,-.27423075,-.55728847,-.85350519
36.145039,1371.6443,67.438,48.6,13.7,144.47746,4.1058763,12.5,0,-.85508782,-.75595164,-1.0053698,-.32917699,-.51927996,-.85839057
31.457572,1374.1889,66.804,49.6,13.9,145.186,4.1118033,17.5,0,-.86730689,-.58213824,-1.0835767,-.57482553,-.57679886,-.89881259
11.795125,596.4482,85.125,68.2,10.2,,6.3473185,9.3,0,-.42437208,-.00328906,-.685642,-.78378677,-.45928097,-.24973792
9.4208434,608.94876,85.036,70.1,10.2,128.25912,7.8161707,14,0,-.50410765,.09157409,-.72058505,-.75612098,-.52181578,-.12259019
8.8161519,609.00904,84.946,71.9,10.2,126.821,8.2016988,13.6,0,-.47822571,.07895144,-.79973221,-.73559362,-.47555134,-.1225125
8.8041928,603.68757,84.856,73.8,10.2,126.72664,8.992845,13.6,0,-.25956437,.11078766,-.81320685,-.5402568,-.5223701,-.24855292
16.362121,641.40664,84.765,75.7,10.2,124.22757,6.6677194,13,0,-.27457049,.05659457,-.56279296,-.5386253,-.47516203,-.18621799
13.231635,674.0313,84.674,77.6,10.2,131.89758,8.3842425,13,0,-.25359812,-.05636911,-.54520798,-.43484214,-.47896191,-.13772014
13.739971,712.99194,84.573,79.4,10.3,130.94858,8.322329,20.8,0,-.16179271,.05033938,-.46578142,-.38243037,-.44186726,-.12337638
13.985727,737.29575,84.46,81.3,10.3,137.6889,8.4588792,20.8,0,-.2053071,.05565671,-.42041373,-.45740056,-.57568914,-.14239965
14.864578,747.25907,84.337,83.2,10.3,140.15462,8.2919628,22.3,0,-.26463833,-.07252315,-.44171682,-.38318959,-.70107216,-.17874008
12.577649,739.86215,84.202,85,10.3,141.29156,9.1580566,22.3,0,-.22497104,.00345468,-.49535537,-.45261303,-.71492386,-.24531212
30.814541,16550.141,35.22,98.6,94.5,97.00261,3.8902139,10.5,0,-.52160931,.45591113,1.1739554,.39186811,.60385007,.57083279
34.364399,17342.253,34.306,99.1,95.2,100.07523,3.6757902,9.1,0,-.25381395,.31137845,1.1280763,.42567948,.49429506,.58640409
38.770717,17928.834,33.406,99.5,95.6,101.40565,3.2265857,9.1,0,-.18670781,.55189729,1.134693,.26895383,.61130232,.57483286
36.213321,18582.383,32.517,99.5,95.6,,3.5878995,9.1,0,-.50230467,.25769809,1.1963918,.25484198,.5516994,.52938962
36.384463,19394.297,31.64,99.6,95.6,,3.5401464,10,0,-.50617576,.17347023,1.2474101,.28044194,.53503883,.5012849
35.310689,19967.589,30.775,99.6,95.6,,3.4089284,10.8,0,-.548325,.07823466,1.1551389,.01672693,.35857815,.39645529
31.683299,19320.035,29.925,99.6,95.6,,3.9193008,9.9,0,-.48650768,-.07022379,.9952234,-.03115865,.3075673,.48788375
33.216673,20398.365,29.088,99.6,95.7,,3.9536537,9.9,0,-.47717741,.12258865,1.1289256,.13300464,.59466356,.52633071
35.4039,21096.024,28.265,99.6,95.7,,3.8369966,10.4,0,-.44165012,.08093584,1.0285366,.0513854,.58751029,.51997828
35.578342,21920.222,27.474,99.6,95.7,,3.9452028,10.4,0,-.33320752,-.00714455,1.0099077,.29976183,.54916382,.50613034
55.102776,1455.8693,69.453,50.9,19.1,73.39369,6.2183126,10.2,0,.37519288,.23335735,-.5982396,-.54018015,-.50866175,-.02642615
50.493073,1442.2843,68.7,52.7,19.4,76.73145,6.279538,10.2,0,.29199165,.48041242,-.61938125,-.49707323,-.46396133,-.17305987
51.749743,1482.781,67.94,54.5,19.7,80.11179,6.3414884,10.2,0,.25262868,.18655778,-.68877399,-.40043217,-.51372564,-.13955337
51.452974,1559.7822,67.168,56.3,20.1,83.04336,6.5602964,10.2,0,.27433515,.37384838,-.68218678,-.40528408,-.43863016,-.2767179
51.420991,1575.6783,66.388,58.1,20.4,85.57691,6.9831168,10.2,0,.19094235,.20297663,-.72544348,-.33515432,-.33894074,-.17541641
53.063625,1602.1683,65.597,59.9,20.7,87.61859,6.7393078,10.2,0,.16001621,.17506169,-.7608524,-.45502383,-.39602837,-.32066438
53.646173,1621.6213,64.8,61.7,21,89.25072,6.848857,10.2,0,.04185866,-.07805207,-.78967363,-.63568133,-.39061964,-.35033187
58.861277,1663.6395,64.004,63.6,21.3,90.31071,6.8560878,10.2,0,.13439043,-.20779757,-.83993644,-.65076667,-.47923559,-.44168261
55.954723,1657.9916,63.211,65.4,21.6,91.66347,6.7791222,10.2,0,.15443653,-.67877871,-.78447777,-.55709016,-.38253966,-.49460846
60.733726,1602.6604,62.421,67.2,21.9,88.47922,5.81751,10.2,1,-.53240228,-2.0206954,-.98602641,-.77279478,-.4230321,-.69154799
34.33224,2443.0655,48.39,43.5,22.5,85.17074,5.3870809,3.7,1,-.86773801,.03451348,-.01766034,.20549144,-.07696865,-.50590593
32.904541,2494.0966,47.625,44.5,23.1,91.48337,5.8909761,3.7,1,-1.1450348,-.09645216,-.46704435,-.3720071,-.0691172,-.68414754
35.242051,2554.0475,46.873,45.5,23.7,91.30191,5.0455187,,0,-.96929628,-.23782928,-.33235952,-.35977095,-.37568793,-.64556891
35.690294,2765.8666,46.134,46.5,24.4,93.81846,3.4983435,17.9,0,-.89761019,.22146606,-.77444589,-.67571664,-.40404069,-.71632332
39.782307,2716.694,45.408,47.5,25,95.02144,4.3743278,22.1,0,-.71941185,-.2704832,-.86115688,-.50439882,-.43931535,-.63984549
45.778652,2735.9436,44.697,48.6,25.7,90.76221,4.3453162,22.1,1,-.98639065,-.65123028,-.94728363,-.72140884,-.63391364,-1.1182635
35.188947,2630.942,44,49.6,26.4,95.9402,5.3740313,22.1,1,-.96510899,-.87760723,-.88259363,-.55606127,-.67142487,-.78603548
33.211266,2673.9318,43.318,49.6,26.5,97.10858,6.0032722,22.1,1,-.95110339,-1.079604,-.96292979,-.67102098,-.82039422,-.86791956
32.842697,2710.4304,42.652,49.6,26.6,95.8699,5.8927812,22.1,1,-.94164008,-1.1686424,-.93909508,-.45362505,-.7711795,-.85340244
34.100831,2828.0529,42,49.6,26.7,96.67766,6.3861013,22.1,1,-.92418969,-1.1295894,-.92129505,-.59520775,-.64485312,-.87934637
36.423676,11963.463,57.96,99.4,89.5,103.32167,3.890896,5.7,0,.84693819,.98746628,.75090873,.42751378,.57949728,1.0567262
36.579541,12542.388,58.17,99.4,89.7,104.29918,4.166206,5.7,0,.85343313,.97129637,.65277159,.34391651,.42237493,1.0079874
44.362816,12597.31,58.379,99.5,89.8,105.67267,4.4608799,17.1,0,.85405791,1.0046272,.61840189,.39883018,.43806541,1.0069206
50.87119,12995.878,58.588,99.5,89.9,106.61075,4.7922923,17.1,0,.8967551,.73777127,.67942834,.39053926,.54033267,.86241251
56.564669,13678.503,58.797,99.6,90.1,106.69063,4.9535816,17.1,0,.87026978,.82885051,.72876048,.49492013,.50660551,.89113259
55.637105,14337.972,59.005,99.6,90.2,107.44288,4.5979205,17.1,0,.84867436,.8547709,.77022684,.59157854,.78812587,.99122113
51.373972,14693.207,59.213,99.7,90.4,106.92188,4.9667858,17.1,0,.81370771,.6610595,.76236922,.62970626,.86970705,.95207119
45.570899,15225.271,59.421,99.7,90.5,107.24873,5.409082,18.8,0,.77945662,.5828141,.84831375,.65275943,.89799684,.86282539
47.350596,15755.992,59.628,99.8,90.6,107.63481,4.94609,18.8,0,.77717561,.93693155,.84347171,.59429032,.84914201,.89620072
46.762136,16195.756,59.836,99.8,90.8,108.16929,4.8100052,18.8,0,.85732305,.9618302,.93417865,.33344367,.98367614,.93498492
52.871903,14267.718,24.318,90.3,78,104.52337,5.7821516,22.6,0,.30337161,-.14381953,.22558703,-.15210705,.38450757,-.38857397
51.911048,14700.329,24.003,90.8,78.8,103.36749,5.9757705,22.6,0,.32255435,-.21541351,.16812208,-.28871235,.44183984,-.38027981
51.69422,14961.433,23.692,91.3,79.7,102.26637,5.8712787,24.2,0,.19342834,-.4365544,.07895623,-.28031999,.27727881,-.40651891
51.297035,15515.666,23.383,91.9,80.5,101.12649,5.6843709,22.6,0,.11392584,-.64338404,.16368735,-.24269637,.39389965,-.45763007
50.854506,15804.928,23.077,92.4,81.3,101.19665,5.7778704,23.2,0,.08534992,-.73289281,.17126952,-.26069,.37026918,-.53717333
49.24088,15825.758,22.773,92.9,82.1,101.61942,5.8395256,23.2,0,.09900326,-.80023319,.18439595,-.2415491,.33095467,-.7213766
47.835759,14893.444,22.473,93.4,82.9,102.86634,6.4253939,27.6,0,.17524181,-.69868213,.16329341,-.30107406,.23440218,-.60628164
47.052319,15460.166,22.175,93.9,83.7,103.50413,6.3298523,26.2,0,.15138052,-.73872131,.14424369,-.37028962,.26191312,-.57774401
45.502158,15886.717,21.882,94.4,84.5,104.18884,6.0307939,26.2,0,.09462726,-.6825856,.30706096,-.40132371,.292824,-.55332804
44.078097,16316.334,21.593,94.9,85.3,105.02204,6.1474929,36.8,0,.08284868,-.68226922,.32169759,-.40996987,.47186565,-.55830246
41.876313,2850.8434,54.494,94,80.4,99.48654,8.3325618,12.9,0,-.53888863,-.18182828,-.71049905,-.82477546,-.47239694,-.59189731
40.355199,3069.6792,54.593,94.2,81,99.82285,8.4854247,15.8,0,-.57557476,-.26809597,-.88644105,-.99003452,-.43849942,-.36836082
44.655025,3307.5488,54.692,94.5,81.7,97.89131,9.1533534,21.8,0,-.51390243,-.44137141,-.72650898,-.63885224,-.4598788,-.400933
46.098686,3476.077,54.791,94.8,82.5,96.65267,10.625173,21.8,0,-.27101776,-.39871871,-.78719181,-.57593834,-.34623137,-.53784221
45.662954,3588.5564,54.89,95.1,83.2,94.41768,10.884675,21.8,0,-.30309096,-.05074773,-.80748039,-.6015926,-.27789959,-.52546954
45.075871,3875.8737,54.989,95.4,84,94.02987,11.412986,21.8,0,-.31372449,-.27043098,-.76125616,-.56770253,-.17391095,-.43242654
43.666999,3647.93,55.064,95.7,84.7,93.57756,12.489721,23.8,0,-.32043272,-.59230405,-.57190508,-.66460216,-.12850361,-.47262707
44.877293,3910.9408,55.114,96,85.4,93.54078,11.676984,18.8,0,-.10506182,-.38592494,-.64185435,-.68600756,-.1004757,-.39485496
45.099142,4179.2148,55.141,96.2,86.1,93.60298,11.356393,19.8,0,.00452124,-.0742564,-.60222572,-.62601656,-.08171165,-.3716695
45.331466,4150.5272,55.143,96.5,86.7,93.79797,11.724296,19.8,0,-.07170767,.02027248,-.55232143,-.59781319,-.11362821,-.35923928
42.139136,4381.7833,39.622,73,50.8,105.40457,7.3754531,10.5,0,.31228915,.96064353,-.28976142,-.16772288,-.45744634,.1362797
41.083594,4793.6673,38.557,74.4,51.4,108.52431,6.9955312,6.8,0,.2597073,.72870457,-.45571899,-.38361618,-.3816469,-.01669337
40.850533,5079.8176,37.506,75.8,52.1,97.97005,5.986231,6.7,0,.04998859,.88191617,-.36459357,-.58142108,-.44426501,-.23194735
39.059133,5443.3728,36.465,77.2,52.7,100.79425,5.3674939,6.6,0,.20312105,.68071789,-.40838972,-.5793063,-.2996088,-.33867028
37.888428,5918.9487,35.436,78.5,53.4,99.99206,5.6859085,6.6,0,.27221379,.68455136,-.51598352,-.65614289,-.26131594,-.38513204
35.45782,6353.2975,34.419,79.8,54,103.48009,6.3555937,4.2,0,.2387637,.5738737,-.51769435,-.66609299,-.33389339,-.37655544
36.862566,6180.239,33.42,81.1,54.6,114.44856,6.4443885,3.9,0,.09141709,.60151249,-.65829754,-.75530922,-.27675533,-.27609563
35.200705,6475.4435,32.433,82.3,55.1,125.67478,6.2654692,3.9,0,.04459947,.59047019,-.57232559,-.73017293,-.22521774,-.38612056
34.201527,7494.9508,31.462,83.4,55.7,122.06328,5.970749,3.9,0,.0032772,.59984016,-.57846189,-.67568058,-.20473167,-.29935199
34.618462,8297.0537,30.528,84.6,56.2,116.95764,6.3148595,14.9,0,.02710723,.46779951,-.63227355,-.52079248,-.16527428,-.38177323
59.969708,5067.2572,45.683,79.5,66.9,103.75043,5.2517774,10.8,0,-.83834225,-.42018434,-.10144925,-.21036026,-.26998317,-.05296385
59.071274,5258.7911,45.356,80,67.9,104.14134,5.215548,10.8,0,-.54628354,-.30538067,-.07915986,-.08084098,-.23382561,.016679
59.733576,5363.4293,44.874,80.4,68.9,104.56411,5.0580338,10.8,0,-.73151439,-.54796952,-.25935525,-.29751062,-.40490469,-.12150341
57.998544,5725.2448,44.36,80.9,69.8,104.54756,5.233968,10.8,0,-.72837526,-.47488034,-.14267547,-.4036395,-.17652385,-.25336584
57.096814,5825.4032,43.847,81.3,70.8,106.5394,5.4751826,10.5,0,-.73286527,-.51116705,-.16346864,-.32317954,-.19716565,-.26180643
56.762249,6091.3513,43.335,81.8,71.7,106.75548,5.4159895,10.5,0,-.78896606,-.60017872,-.1739296,-.3799969,-.18265577,-.28803721
56.084934,6313.4792,42.825,82.2,72.7,107.60246,5.666586,10.5,0,-.77803034,-.41043919,-.1314649,-.3091093,-.04837513,-.19242568
57.162183,6465.6925,42.316,82.7,73.6,111.67175,5.8588546,10.5,0,-.72792554,-.38301727,-.09059286,-.17529924,-.06832869,-.15680307
59.083441,6697.6021,41.809,83.2,74.5,114.53984,6.30581,17,0,-.73626393,-.39455432,-.12718213,-.39746967,-.1058024,-.21514452
58.754747,6776.7205,41.303,83.6,75.4,116.05376,6.3977077,17,0,-.62887615,-.46230161,-.04543572,-.43675274,-.09218384,-.20570919
11.703391,691.5675,70.363,43.1,15.8,,6.3923101,30,0,-.03597851,.21375556,-.4626312,-.58491051,-.51623893,-.67824072
12.981063,731.41177,70.182,43.8,16.4,93.45227,5.9127638,34.8,0,-.05633796,-.02789365,-.5119161,-.59322667,-.47063121,-.65237951
10.190401,773.22237,70.001,44.5,17,100.52062,6.8678193,34.8,0,-.00442853,.11528035,-.52078784,-.54145473,-.65395117,-.61226046
10.349347,800.12808,69.818,45.1,17.5,103.09308,6.512798,34.8,0,-.08325586,.49277386,-.55974203,-.59630889,-.54742497,-.60527372
8.0748122,835.77976,69.636,45.8,18.1,108.95976,5.9618578,34.8,0,-.08026493,.30304053,-.48386046,-.49420747,-.54095501,-.60476214
6.2246783,861.09585,69.452,46.5,18.7,112.51122,5.4973616,34.8,0,-.07313093,.33822146,-.49578837,-.47412688,-.44737926,-.60763812
5.989762,893.38204,69.255,47.2,19.3,111.77838,5.9539612,39.2,0,-.10593741,.58954036,-.54382926,-.42101976,-.3867262,-.59210879
5.7141148,932.75603,69.045,47.8,19.8,111.7325,5.7196443,39.2,0,-.11138417,.34378681,-.57351786,-.42918214,-.39074785,-.47120315
5.0584737,977.0792,68.821,48.5,20.4,106.76761,6.3569575,39.2,0,-.19086741,.29551926,-.62633777,-.50026596,-.42342404,-.57309449
5.0386686,1020.4154,68.583,49.2,21,105.08307,6.4226987,39.2,0,-.19675145,.33926076,-.63812202,-.59003669,-.4590756,-.60132778
86.40396,,71.919,71.7,64.9,101.29141,2.2691508,,,-2.1289647,-1.2021292,-1.2371719,-1.4579595,-2.0371723,-1.6284561
85.262473,,71.505,73.2,66.3,102.66667,2.2719463,,,-2.1645682,-1.0092943,-1.5631434,-1.6729289,-2.3447781,-1.6753782
90.641058,,71.07,74.8,67.7,103.5224,2.1119623,,,-2.2175453,-.95707196,-1.5458667,-1.5569396,-2.1874382,-1.6492232
81.577128,,70.614,76.4,69.2,104.81505,2.0499999,,,-2.2244925,-.88094562,-1.5113219,-1.7291391,-2.2300935,-1.4729486
84.336184,,70.135,78,70.6,106.67309,1.9440702,,,-2.1644847,-1.0864354,-1.4669095,-1.5652627,-2.2298517,-1.4318683
85.123175,,69.637,79.5,71.9,110.07501,2.0327594,,,-2.1587088,-1.1055477,-1.5194265,-1.5612795,-2.2032409,-1.4274061
82.15883,,69.119,81.1,73.3,111.52149,2.1100519,,,-2.1514256,-1.2805299,-1.6381344,-1.6680833,-2.2521379,-1.4722776
76.60543,,68.595,82.6,74.7,114.16489,1.9202823,4.3,,-2.0824394,-1.2828478,-1.6515843,-1.6828309,-2.2494752,-1.5120336
78.791809,,68.065,84.1,76,,1.8300352,3.5,,-1.879004,-1.1133363,-1.6276352,-1.6839169,-2.125349,-1.4315112
71.318998,,67.531,85.7,77.4,,1.7858581,6,,-1.6522231,-.95446414,-1.5300516,-1.1158943,-1.869325,-1.3542393
5.0884993,6468.9714,65.291,82.5,28.8,112.61505,6.5240281,26.4,0,.21674763,.43688184,.24081787,.17976317,.22115906,.24813759
3.7474974,7182.6269,64.334,83.6,29.2,109.79378,6.4718246,25,0,.31731904,.64550686,.10420237,.12179772,.16502081,-.00431142
3.7197139,7278.1692,63.368,84.6,29.6,109.05319,7.3187106,26.9,0,.36535078,.60085565,.03611532,.17913108,.12447129,-.07344081
3.2414386,7694.631,62.39,85.7,30,108.15846,7.1992874,26.9,0,.48411492,.78679186,.12460463,.16776568,.14932381,.13600643
8.5217465,8094.2208,61.402,86.7,30.4,109.66947,6.9371127,26.9,0,.44764474,1.0205801,.12696382,.26211935,.00060683,.11674003
8.1424892,8190.0604,60.403,87.7,30.7,108.71185,6.85229,26.9,0,.43610972,1.1864536,.19963019,.56474453,.16757679,.36643803
7.8715577,8088.9756,59.399,88.8,31.1,108.10495,7.8929953,26.9,0,.37414491,.90390652,.13065943,.24858217,.10311798,.21703644
7.6752771,8437.9521,58.384,89.7,31.5,107.48468,8.2120611,24.4,0,.35313421,.80503297,.11038055,.3176178,.13822147,.19418596
6.9384426,8715.3781,57.363,90.7,31.8,,8.6301797,24.4,0,.34758133,.88919282,.07555805,.30141014,.08342165,.16681914
6.8609054,8995.1144,56.334,91.7,32.2,109.46251,8.3478845,24.4,0,.36985174,.93864691,.12069327,.30429491,.06497908,.23173165
65.015328,1625.573,85.436,80,24.7,121.96155,5.4436895,5.9,0,-.91932565,-1.9480706,-.57006574,-.33955687,-.42365593,-.62379301
55.235852,1674.6267,85.129,80.9,26,122.08697,5.7745252,5.9,0,-1.1453334,-2.1212893,-.75364125,-.80814868,-.52736032,-.76094866
52.755065,1707.5292,84.817,81.8,27.4,119.73961,5.7226963,5.9,1,-1.1945497,-2.11257,-.84019011,-.63116741,-.49765685,-.83631355
47.211639,1741.4343,84.5,82.8,28.7,131.90495,5.6296332,5.9,0,-.90886581,-1.9224683,-.78438681,-.62714434,-.50083959,-.62905633
53.484811,1778.9165,84.178,83.7,30.1,131.18799,5.5127855,17.3,0,-.59462076,-1.9153951,-.65480441,-.71451223,-.55421376,-.6412403
50.991243,1865.9847,83.85,84.6,31.4,127.59868,6.0853904,33.2,0,-.53710228,-1.8404469,-.75890476,-.72257113,-.61827427,-.72207385
